600,0.0533789325498,0.8224131424867439, 0.33782937634938637
1200,0.0371243432282,0.823688899320963, 0.3200854888497005
1800,0.0623031855913,0.843968271903818, 0.31200853687369406
2400,0.0426735153863,0.8433100614596276, 0.3163607694764074
3000,0.0451546768024,0.8517145980925565, 0.3067628383588824
3600,0.0367771811106,0.8636015260221811, 0.2955211890753109
4200,0.0308143937805,0.8743128626859862, 0.28030994923216546
4800,0.0256707107826,0.8733969732933732, 0.2872755635329503
5400,0.021657277619,0.8865015439581307, 0.2568473652701677
6000,0.0183531488585,0.8934738762295917, 0.2502334822923568
