600,0.178710983116,0.8081244318008272, 0.4166558877951291
1200,0.162979861706,0.7970716913764815, 0.4305858062696446
1800,0.159247770083,0.7922362277736206, 0.4354996611191945
2400,0.156254933885,0.7913033724261798, 0.4367324738107197
3000,0.149299789167,0.7905320467598117, 0.43728017945003933
3600,0.148586331757,0.7913362994627327, 0.43642616581504645
4200,0.144789220489,0.7952908069202501, 0.43113206545763555
4800,0.144619261022,0.7971077958036081, 0.43017978321443273
5400,0.144502369899,0.7981523289268739, 0.42991869104503466
6000,0.144415505782,0.7986696958886336, 0.42985202002500245
